match_status,n,mean_delta,median_delta,std_delta
matched_model_agent_mismatch,25,-0.01685153007646995,-0.052999999999999936,0.2203135070952387
matched_model_and_agent,9,0.026371353206928835,0.029213314606741578,0.025381753522281735
matched_model_only_doc_no_agent,22,0.16029518181818184,0.12401000000000002,0.2248274505928059
