column,observed_count,missing_count,missing_fraction,mean,std,median,q25,q75,min,max,transform,center,scale,negative_count,gt_one_count
aa-lcr/aa-lcr/aa-lcr-1,9,7,0.4375,0.911111111111111,0.09938079899999064,1.0,0.8,1.0,0.8,1.0,identity,1.0,0.19999999999999996,0,0
aa-lcr/aa-lcr/aa-lcr-10,9,7,0.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
aa-lcr/aa-lcr/aa-lcr-100,9,7,0.4375,0.6444444444444444,0.20608041101101565,0.6,0.4,0.8,0.4,1.0,identity,0.6,0.4,0,0
aa-lcr/aa-lcr/aa-lcr-11,10,6,0.375,0.6599999999999999,0.31048349392520047,0.7,0.45,0.95,0.0,1.0,identity,0.7,0.49999999999999994,0,0
aa-lcr/aa-lcr/aa-lcr-12,10,6,0.375,0.765,0.2846489065498056,0.9,0.5,1.0,0.25,1.0,identity,0.9,0.5,0,0
aa-lcr/aa-lcr/aa-lcr-13,9,7,0.4375,0.8222222222222223,0.17497795275581804,0.8,0.6,1.0,0.6,1.0,identity,0.8,0.4,0,0
aa-lcr/aa-lcr/aa-lcr-14,10,6,0.375,0.86,0.3104834939252004,1.0,1.0,1.0,0.0,1.0,identity,1.0,0.3104834939252004,0,0
aa-lcr/aa-lcr/aa-lcr-15,10,6,0.375,0.48,0.2993325909419153,0.4,0.25,0.75,0.0,1.0,identity,0.4,0.5,0,0
aa-lcr/aa-lcr/aa-lcr-16,10,6,0.375,0.5599999999999999,0.33226495451672294,0.6,0.25,0.8,0.0,1.0,identity,0.6,0.55,0,0
aa-lcr/aa-lcr/aa-lcr-17,9,7,0.4375,0.6370370000000001,0.36799239644439513,0.8,0.2,1.0,0.2,1.0,identity,0.8,0.8,0,0
aa-lcr/aa-lcr/aa-lcr-18,9,7,0.4375,0.044444444444444446,0.08314794192830981,0.0,0.0,0.0,0.0,0.2,identity,0.0,0.08314794192830981,0,0
aa-lcr/aa-lcr/aa-lcr-19,10,6,0.375,0.6399999999999999,0.4363484845854286,0.9,0.15,1.0,0.0,1.0,identity,0.9,0.85,0,0
aa-lcr/aa-lcr/aa-lcr-20,10,6,0.375,0.6599999999999999,0.41036569057366384,0.9,0.3,1.0,0.0,1.0,identity,0.9,0.7,0,0
aa-lcr/aa-lcr/aa-lcr-21,10,6,0.375,0.68,0.41182520563948005,0.9,0.35000000000000003,1.0,0.0,1.0,identity,0.9,0.6499999999999999,0,0
aa-lcr/aa-lcr/aa-lcr-22,10,6,0.375,0.02,0.06,0.0,0.0,0.0,0.0,0.2,identity,0.0,0.06,0,0
aa-lcr/aa-lcr/aa-lcr-23,8,8,0.5,0.775,0.21065374432940895,0.8,0.6,1.0,0.4,1.0,identity,0.8,0.4,0,0
aa-lcr/aa-lcr/aa-lcr-24,9,7,0.4375,0.28888888888888886,0.34138425546082707,0.2,0.0,0.6,0.0,1.0,identity,0.2,0.6,0,0
aa-lcr/aa-lcr/aa-lcr-25,10,6,0.375,0.12,0.20396078054371142,0.0,0.0,0.15000000000000002,0.0,0.6,identity,0.0,0.15000000000000002,0,0
aa-lcr/aa-lcr/aa-lcr-26,10,6,0.375,0.02,0.06,0.0,0.0,0.0,0.0,0.2,identity,0.0,0.06,0,0
aa-lcr/aa-lcr/aa-lcr-27,10,6,0.375,0.5000000000000001,0.4404543109109048,0.4,0.05,1.0,0.0,1.0,identity,0.4,0.95,0,0
aa-lcr/aa-lcr/aa-lcr-28,10,6,0.375,0.66,0.4103656905736638,0.9,0.3,1.0,0.0,1.0,identity,0.9,0.7,0,0
aa-lcr/aa-lcr/aa-lcr-29,10,6,0.375,0.6,0.4381780460041329,0.8,0.1,1.0,0.0,1.0,identity,0.8,0.9,0,0
aa-lcr/aa-lcr/aa-lcr-3,10,6,0.375,0.6,0.4289522117905444,0.8,0.1,1.0,0.0,1.0,identity,0.8,0.9,0,0
aa-lcr/aa-lcr/aa-lcr-30,10,6,0.375,0.02,0.06,0.0,0.0,0.0,0.0,0.2,identity,0.0,0.06,0,0
aa-lcr/aa-lcr/aa-lcr-31,9,7,0.4375,0.9555555555555555,0.0831479419283098,1.0,1.0,1.0,0.8,1.0,identity,1.0,0.0831479419283098,0,0
aa-lcr/aa-lcr/aa-lcr-32,10,6,0.375,0.68,0.34871191548325386,0.8,0.45,1.0,0.0,1.0,identity,0.8,0.55,0,0
aa-lcr/aa-lcr/aa-lcr-33,10,6,0.375,0.8333332999999999,0.24630611035865513,1.0,0.8,1.0,0.333333,1.0,identity,1.0,0.19999999999999996,0,0
aa-lcr/aa-lcr/aa-lcr-34,10,6,0.375,0.76,0.32,0.9,0.65,1.0,0.0,1.0,identity,0.9,0.35,0,0
aa-lcr/aa-lcr/aa-lcr-35,10,6,0.375,0.66,0.38,0.8,0.3,1.0,0.0,1.0,identity,0.8,0.7,0,0
aa-lcr/aa-lcr/aa-lcr-36,10,6,0.375,0.74,0.3352610922848042,0.9,0.5,1.0,0.0,1.0,identity,0.9,0.5,0,0
aa-lcr/aa-lcr/aa-lcr-37,9,7,0.4375,0.7703703333333335,0.2333040063874696,0.8,0.8,1.0,0.333333,1.0,identity,0.8,0.19999999999999996,0,0
aa-lcr/aa-lcr/aa-lcr-38,9,7,0.4375,0.1111111111111111,0.16629588385661961,0.0,0.0,0.2,0.0,0.4,identity,0.0,0.2,0,0
aa-lcr/aa-lcr/aa-lcr-39,10,6,0.375,0.82,0.3026549190084311,1.0,0.8,1.0,0.0,1.0,identity,1.0,0.19999999999999996,0,0
aa-lcr/aa-lcr/aa-lcr-4,10,6,0.375,0.77,0.31,0.9,0.65,1.0,0.0,1.0,identity,0.9,0.35,0,0
aa-lcr/aa-lcr/aa-lcr-40,10,6,0.375,0.22000000000000003,0.24413111231467408,0.2,0.0,0.35000000000000003,0.0,0.8,identity,0.2,0.35000000000000003,0,0
aa-lcr/aa-lcr/aa-lcr-41,10,6,0.375,0.8400000000000001,0.21071307505705478,1.0,0.65,1.0,0.5,1.0,identity,1.0,0.35,0,0
aa-lcr/aa-lcr/aa-lcr-42,10,6,0.375,0.72,0.3919183588453085,1.0,0.6,1.0,0.0,1.0,identity,1.0,0.4,0,0
aa-lcr/aa-lcr/aa-lcr-43,10,6,0.375,0.72,0.31240998703626616,0.8,0.6,1.0,0.0,1.0,identity,0.8,0.4,0,0
aa-lcr/aa-lcr/aa-lcr-44,10,6,0.375,0.22000000000000003,0.2891366458960192,0.2,0.0,0.2,0.0,1.0,identity,0.2,0.2,0,0
aa-lcr/aa-lcr/aa-lcr-45,10,6,0.375,0.7333333000000001,0.31832901218709236,0.8,0.65,1.0,0.0,1.0,identity,0.8,0.35,0,0
aa-lcr/aa-lcr/aa-lcr-46,10,6,0.375,0.7,0.382099463490856,0.9,0.35000000000000003,1.0,0.0,1.0,identity,0.9,0.6499999999999999,0,0
aa-lcr/aa-lcr/aa-lcr-47,10,6,0.375,0.5449999999999999,0.3538714455844099,0.6,0.2875,0.8,0.0,1.0,identity,0.6,0.5125000000000001,0,0
aa-lcr/aa-lcr/aa-lcr-48,10,6,0.375,0.6849999999999999,0.4062326919389921,0.9,0.3875,1.0,0.0,1.0,identity,0.9,0.6125,0,0
aa-lcr/aa-lcr/aa-lcr-49,9,7,0.4375,0.17777777777777778,0.2897423291201177,0.0,0.0,0.2,0.0,0.8,identity,0.0,0.2,0,0
aa-lcr/aa-lcr/aa-lcr-5,10,6,0.375,0.5,0.3714835124201342,0.5,0.2,0.8,0.0,1.0,identity,0.5,0.6000000000000001,0,0
aa-lcr/aa-lcr/aa-lcr-50,9,7,0.4375,0.7111111111111111,0.3281071791162978,0.8,0.6,1.0,0.0,1.0,identity,0.8,0.4,0,0
aa-lcr/aa-lcr/aa-lcr-51,10,6,0.375,0.72,0.33704599092705434,0.8,0.65,1.0,0.0,1.0,identity,0.8,0.35,0,0
aa-lcr/aa-lcr/aa-lcr-52,10,6,0.375,0.38,0.3627671429443411,0.4,0.0,0.7000000000000001,0.0,1.0,identity,0.4,0.7000000000000001,0,0
aa-lcr/aa-lcr/aa-lcr-53,10,6,0.375,0.7466667,0.3562770382721991,1.0,0.61666675,1.0,0.0,1.0,identity,1.0,0.38333324999999996,0,0
aa-lcr/aa-lcr/aa-lcr-54,10,6,0.375,0.7933332999999999,0.3312602662560211,1.0,0.8,1.0,0.0,1.0,identity,1.0,0.19999999999999996,0,0
aa-lcr/aa-lcr/aa-lcr-55,10,6,0.375,0.65,0.3827531841800928,0.8,0.42500000000000004,1.0,0.0,1.0,identity,0.8,0.575,0,0
aa-lcr/aa-lcr/aa-lcr-56,10,6,0.375,0.755,0.3197264455749634,0.9,0.6375,1.0,0.0,1.0,identity,0.9,0.36250000000000004,0,0
aa-lcr/aa-lcr/aa-lcr-57,10,6,0.375,0.96,0.12,1.0,1.0,1.0,0.6,1.0,identity,1.0,0.12,0,0
aa-lcr/aa-lcr/aa-lcr-58,10,6,0.375,0.8,0.322490309931942,1.0,0.8,1.0,0.0,1.0,identity,1.0,0.19999999999999996,0,0
aa-lcr/aa-lcr/aa-lcr-59,10,6,0.375,0.545,0.3965160778581368,0.6000000000000001,0.21250000000000002,0.95,0.0,1.0,identity,0.6000000000000001,0.7374999999999999,0,0
aa-lcr/aa-lcr/aa-lcr-6,9,7,0.4375,0.8055555555555556,0.31661792997277793,1.0,0.8,1.0,0.2,1.0,identity,1.0,0.19999999999999996,0,0
aa-lcr/aa-lcr/aa-lcr-60,10,6,0.375,0.025,0.07500000000000001,0.0,0.0,0.0,0.0,0.25,identity,0.0,0.07500000000000001,0,0
aa-lcr/aa-lcr/aa-lcr-61,10,6,0.375,0.775,0.242126000256065,0.8,0.65,1.0,0.25,1.0,identity,0.8,0.35,0,0
aa-lcr/aa-lcr/aa-lcr-62,10,6,0.375,0.6399999999999999,0.26532998322843204,0.6,0.6,0.75,0.0,1.0,identity,0.6,0.15000000000000002,0,0
aa-lcr/aa-lcr/aa-lcr-63,10,6,0.375,0.6050000000000001,0.27608875384557047,0.6,0.4,0.8,0.2,1.0,identity,0.6,0.4,0,0
aa-lcr/aa-lcr/aa-lcr-64,10,6,0.375,0.7866666999999999,0.32496152387630445,1.0,0.70000025,1.0,0.0,1.0,identity,1.0,0.29999975,0,0
aa-lcr/aa-lcr/aa-lcr-65,10,6,0.375,0.8133333,0.22271064635533253,0.9,0.65,1.0,0.333333,1.0,identity,0.9,0.35,0,0
aa-lcr/aa-lcr/aa-lcr-66,10,6,0.375,0.5599999999999999,0.4543126676640219,0.7,0.05,1.0,0.0,1.0,identity,0.7,0.95,0,0
aa-lcr/aa-lcr/aa-lcr-67,10,6,0.375,0.46666670000000005,0.3829708605103135,0.7333335000000001,0.0,0.8,0.0,0.8,identity,0.7333335000000001,0.8,0,0
aa-lcr/aa-lcr/aa-lcr-68,9,7,0.4375,0.8666666666666667,0.2666666666666667,1.0,1.0,1.0,0.2,1.0,identity,1.0,0.2666666666666667,0,0
aa-lcr/aa-lcr/aa-lcr-69,10,6,0.375,0.64,0.32,0.7,0.4,0.95,0.0,1.0,identity,0.7,0.5499999999999999,0,0
aa-lcr/aa-lcr/aa-lcr-7,10,6,0.375,0.5599999999999999,0.4363484845854286,0.7,0.05,1.0,0.0,1.0,identity,0.7,0.95,0,0
aa-lcr/aa-lcr/aa-lcr-70,10,6,0.375,0.8200000000000001,0.24413111231467408,0.9,0.8,1.0,0.2,1.0,identity,0.9,0.19999999999999996,0,0
aa-lcr/aa-lcr/aa-lcr-71,10,6,0.375,0.44000000000000006,0.47159304490206383,0.2,0.0,1.0,0.0,1.0,identity,0.2,1.0,0,0
aa-lcr/aa-lcr/aa-lcr-72,10,6,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
aa-lcr/aa-lcr/aa-lcr-73,10,6,0.375,0.16,0.332264954516723,0.0,0.0,0.0,0.0,1.0,identity,0.0,0.332264954516723,0,0
aa-lcr/aa-lcr/aa-lcr-74,10,6,0.375,0.76,0.29393876913398137,0.8,0.65,1.0,0.0,1.0,identity,0.8,0.35,0,0
aa-lcr/aa-lcr/aa-lcr-75,9,7,0.4375,0.8222222222222223,0.2897423291201177,1.0,0.8,1.0,0.2,1.0,identity,1.0,0.19999999999999996,0,0
aa-lcr/aa-lcr/aa-lcr-76,9,7,0.4375,0.6777777777777778,0.2897423291201177,0.8,0.4,1.0,0.2,1.0,identity,0.8,0.6,0,0
aa-lcr/aa-lcr/aa-lcr-77,10,6,0.375,0.7,0.4219004621945798,1.0,0.35000000000000003,1.0,0.0,1.0,identity,1.0,0.6499999999999999,0,0
aa-lcr/aa-lcr/aa-lcr-78,10,6,0.375,0.02,0.06,0.0,0.0,0.0,0.0,0.2,identity,0.0,0.06,0,0
aa-lcr/aa-lcr/aa-lcr-79,10,6,0.375,0.7,0.4219004621945797,1.0,0.35000000000000003,1.0,0.0,1.0,identity,1.0,0.6499999999999999,0,0
aa-lcr/aa-lcr/aa-lcr-8,10,6,0.375,0.6399999999999999,0.32,0.6,0.6,0.95,0.0,1.0,identity,0.6,0.35,0,0
aa-lcr/aa-lcr/aa-lcr-80,10,6,0.375,0.1133333,0.19561863919373837,0.0,0.0,0.15000000000000002,0.0,0.6,identity,0.0,0.15000000000000002,0,0
aa-lcr/aa-lcr/aa-lcr-81,9,7,0.4375,0.15555555555555556,0.1257078722109418,0.2,0.0,0.2,0.0,0.4,identity,0.2,0.2,0,0
aa-lcr/aa-lcr/aa-lcr-82,10,6,0.375,0.8733333,0.20099760197576985,1.0,0.8,1.0,0.333333,1.0,identity,1.0,0.19999999999999996,0,0
aa-lcr/aa-lcr/aa-lcr-83,10,6,0.375,0.9266667,0.1171892315872495,1.0,0.8500000000000001,1.0,0.666667,1.0,identity,1.0,0.1499999999999999,0,0
aa-lcr/aa-lcr/aa-lcr-84,9,7,0.4375,0.7555555555555556,0.2793290019994785,0.8,0.6,1.0,0.2,1.0,identity,0.8,0.4,0,0
aa-lcr/aa-lcr/aa-lcr-85,10,6,0.375,0.7,0.3492849839314596,0.8,0.5,1.0,0.0,1.0,identity,0.8,0.5,0,0
aa-lcr/aa-lcr/aa-lcr-86,10,6,0.375,0.16,0.17435595774162696,0.1,0.0,0.35000000000000003,0.0,0.4,identity,0.1,0.35000000000000003,0,0
aa-lcr/aa-lcr/aa-lcr-87,10,6,0.375,0.13999999999999999,0.18,0.1,0.0,0.2,0.0,0.6,identity,0.1,0.2,0,0
aa-lcr/aa-lcr/aa-lcr-88,10,6,0.375,0.44000000000000006,0.36660605559646725,0.30000000000000004,0.2,0.75,0.0,1.0,identity,0.30000000000000004,0.55,0,0
aa-lcr/aa-lcr/aa-lcr-89,10,6,0.375,0.7933333,0.3431229575531343,1.0,0.7,1.0,0.0,1.0,identity,1.0,0.30000000000000004,0,0
aa-lcr/aa-lcr/aa-lcr-9,10,6,0.375,0.43999999999999995,0.417612260356422,0.4,0.0,0.9,0.0,1.0,identity,0.4,0.9,0,0
aa-lcr/aa-lcr/aa-lcr-90,10,6,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
aa-lcr/aa-lcr/aa-lcr-91,9,7,0.4375,0.8222222222222223,0.31894889098682944,1.0,0.8,1.0,0.0,1.0,identity,1.0,0.19999999999999996,0,0
aa-lcr/aa-lcr/aa-lcr-92,10,6,0.375,0.52,0.42142615011410955,0.6000000000000001,0.05,0.95,0.0,1.0,identity,0.6000000000000001,0.8999999999999999,0,0
aa-lcr/aa-lcr/aa-lcr-93,10,6,0.375,0.8266667,0.25508166535447035,1.0,0.70000025,1.0,0.2,1.0,identity,1.0,0.29999975,0,0
aa-lcr/aa-lcr/aa-lcr-94,10,6,0.375,0.6,0.41952353926806063,0.7,0.25,1.0,0.0,1.0,identity,0.7,0.75,0,0
aa-lcr/aa-lcr/aa-lcr-95,9,7,0.4375,0.3111111111111111,0.36649827783268096,0.2,0.0,0.6,0.0,1.0,identity,0.2,0.6,0,0
aa-lcr/aa-lcr/aa-lcr-96,10,6,0.375,0.8,0.30983866769659335,1.0,0.65,1.0,0.0,1.0,identity,1.0,0.35,0,0
aa-lcr/aa-lcr/aa-lcr-97,10,6,0.375,0.8866666999999999,0.1956186391937384,1.0,0.8500000000000001,1.0,0.4,1.0,identity,1.0,0.1499999999999999,0,0
aa-lcr/aa-lcr/aa-lcr-98,10,6,0.375,0.02,0.06,0.0,0.0,0.0,0.0,0.2,identity,0.0,0.06,0,0
aa-lcr/aa-lcr/aa-lcr-99,10,6,0.375,0.7,0.32557641192199416,0.8,0.45,1.0,0.0,1.0,identity,0.8,0.55,0,0
aider-polyglot/polyglot_cpp_all-your-base,16,0,0.0,0.3,0.3674234614174767,0.1,0.0,0.6,0.0,1.0,identity,0.1,0.6,0,0
aider-polyglot/polyglot_cpp_allergies,16,0,0.0,0.36250000000000004,0.3479852726768764,0.4,0.0,0.6,0.0,1.0,identity,0.4,0.6,0,0
aider-polyglot/polyglot_cpp_bank-account,16,0,0.0,0.5249999999999999,0.41758232721225164,0.6000000000000001,0.15000000000000002,1.0,0.0,1.0,identity,0.6000000000000001,0.85,0,0
aider-polyglot/polyglot_cpp_binary-search-tree,16,0,0.0,0.2,0.32403703492039304,0.0,0.0,0.4,0.0,1.0,identity,0.0,0.4,0,0
aider-polyglot/polyglot_cpp_circular-buffer,16,0,0.0,0.3375,0.3919103851647721,0.2,0.0,0.65,0.0,1.0,identity,0.2,0.65,0,0
aider-polyglot/polyglot_cpp_clock,16,0,0.0,0.3125,0.32379584617471546,0.2,0.0,0.45,0.0,1.0,identity,0.2,0.45,0,0
aider-polyglot/polyglot_cpp_complex-numbers,16,0,0.0,0.6000000000000001,0.282842712474619,0.6,0.35000000000000003,0.8,0.2,1.0,identity,0.6,0.45,0,0
aider-polyglot/polyglot_cpp_crypto-square,16,0,0.0,0.375,0.39921798556678284,0.2,0.0,0.8,0.0,1.0,identity,0.2,0.8,0,0
aider-polyglot/polyglot_cpp_diamond,16,0,0.0,0.5375,0.35859970719452633,0.6,0.30000000000000004,0.8,0.0,1.0,identity,0.6,0.5,0,0
aider-polyglot/polyglot_cpp_dnd-character,16,0,0.0,0.525,0.3230711995830021,0.6,0.35000000000000003,0.8,0.0,1.0,identity,0.6,0.45,0,0
aider-polyglot/polyglot_cpp_gigasecond,16,0,0.0,0.375,0.38649062084350766,0.30000000000000004,0.0,0.8,0.0,1.0,identity,0.30000000000000004,0.8,0,0
aider-polyglot/polyglot_cpp_grade-school,16,0,0.0,0.55,0.40311288741492746,0.5,0.2,1.0,0.0,1.0,identity,0.5,0.8,0,0
aider-polyglot/polyglot_cpp_kindergarten-garden,16,0,0.0,0.1375,0.3295356581616017,0.0,0.0,0.0,0.0,1.0,identity,0.0,0.3295356581616017,0,0
aider-polyglot/polyglot_cpp_knapsack,16,0,0.0,0.625,0.4293891009329417,0.9,0.15000000000000002,1.0,0.0,1.0,identity,0.9,0.85,0,0
aider-polyglot/polyglot_cpp_linked-list,16,0,0.0,0.75,0.33541019662496846,0.9,0.6,1.0,0.0,1.0,identity,0.9,0.4,0,0
aider-polyglot/polyglot_cpp_meetup,16,0,0.0,0.175,0.29895651857753497,0.0,0.0,0.2,0.0,1.0,identity,0.0,0.2,0,0
aider-polyglot/polyglot_cpp_parallel-letter-frequency,16,0,0.0,0.15000000000000002,0.26925824035672524,0.0,0.0,0.2,0.0,0.8,identity,0.0,0.2,0,0
aider-polyglot/polyglot_cpp_perfect-numbers,16,0,0.0,0.6875,0.35333235062756424,0.8,0.55,1.0,0.0,1.0,identity,0.8,0.44999999999999996,0,0
aider-polyglot/polyglot_cpp_phone-number,16,0,0.0,0.275,0.33071891388307384,0.1,0.0,0.6,0.0,1.0,identity,0.1,0.6,0,0
aider-polyglot/polyglot_cpp_queen-attack,16,0,0.0,0.28750000000000003,0.35333235062756424,0.2,0.0,0.45,0.0,1.0,identity,0.2,0.45,0,0
aider-polyglot/polyglot_cpp_robot-name,16,0,0.0,0.315625,0.3732118826819425,0.2,0.0,0.45,0.0,1.0,identity,0.2,0.45,0,0
aider-polyglot/polyglot_cpp_space-age,16,0,0.0,0.6,0.39370039370059057,0.7,0.2,1.0,0.0,1.0,identity,0.7,0.8,0,0
aider-polyglot/polyglot_cpp_spiral-matrix,16,0,0.0,0.25,0.4092676385936225,0.0,0.0,0.35000000000000003,0.0,1.0,identity,0.0,0.35000000000000003,0,0
aider-polyglot/polyglot_cpp_sublist,16,0,0.0,0.21250000000000002,0.31199959935871713,0.0,0.0,0.45,0.0,1.0,identity,0.0,0.45,0,0
aider-polyglot/polyglot_cpp_yacht,16,0,0.0,0.2375,0.38222212128551636,0.0,0.0,0.25,0.0,1.0,identity,0.0,0.25,0,0
aider-polyglot/polyglot_cpp_zebra-puzzle,16,0,0.0,0.7,0.36742346141747667,0.8,0.5,1.0,0.0,1.0,identity,0.8,0.5,0,0
aider-polyglot/polyglot_go_alphametics,16,0,0.0,0.875,0.1984313483298443,1.0,0.8,1.0,0.4,1.0,identity,1.0,0.19999999999999996,0,0
aider-polyglot/polyglot_go_beer-song,16,0,0.0,0.05,0.11180339887498951,0.0,0.0,0.0,0.0,0.4,identity,0.0,0.11180339887498951,0,0
aider-polyglot/polyglot_go_book-store,16,0,0.0,0.7625,0.34072532926097526,1.0,0.6,1.0,0.0,1.0,identity,1.0,0.4,0,0
aider-polyglot/polyglot_go_bottle-song,16,0,0.0,0.6000000000000001,0.4183300132670378,0.8,0.2,1.0,0.0,1.0,identity,0.8,0.8,0,0
aider-polyglot/polyglot_go_bowling,16,0,0.0,0.6625000000000001,0.40446724218408586,0.9,0.35000000000000003,1.0,0.0,1.0,identity,0.9,0.6499999999999999,0,0
aider-polyglot/polyglot_go_connect,16,0,0.0,0.4375,0.362068708949006,0.5,0.0,0.8,0.0,1.0,identity,0.5,0.8,0,0
aider-polyglot/polyglot_go_counter,16,0,0.0,0.21250000000000002,0.2689679348918752,0.1,0.0,0.4,0.0,0.8,identity,0.1,0.4,0,0
aider-polyglot/polyglot_go_crypto-square,16,0,0.0,0.9125,0.24462982238476158,1.0,1.0,1.0,0.0,1.0,identity,1.0,0.24462982238476158,0,0
aider-polyglot/polyglot_go_dnd-character,16,0,0.0,0.85,0.21794494717703367,1.0,0.75,1.0,0.4,1.0,identity,1.0,0.25,0,0
aider-polyglot/polyglot_go_dominoes,16,0,0.0,0.8375,0.27585095613392385,1.0,0.8,1.0,0.0,1.0,identity,1.0,0.19999999999999996,0,0
aider-polyglot/polyglot_go_error-handling,16,0,0.0,0.59375,0.4307968633822674,0.8,0.15000000000000002,1.0,0.0,1.0,identity,0.8,0.85,0,0
aider-polyglot/polyglot_go_food-chain,16,0,0.0,0.6000000000000001,0.324037034920393,0.7,0.2,0.8500000000000001,0.2,1.0,identity,0.7,0.6500000000000001,0,0
aider-polyglot/polyglot_go_forth,16,0,0.0,0.4,0.4183300132670378,0.2,0.0,0.8,0.0,1.0,identity,0.2,0.8,0,0
aider-polyglot/polyglot_go_hexadecimal,16,0,0.0,0.07500000000000001,0.21065374432940898,0.0,0.0,0.0,0.0,0.8,identity,0.0,0.21065374432940898,0,0
aider-polyglot/polyglot_go_kindergarten-garden,16,0,0.0,0.23750000000000002,0.33330729064933456,0.0,0.0,0.4,0.0,1.0,identity,0.0,0.4,0,0
aider-polyglot/polyglot_go_ledger,16,0,0.0,0.5875,0.3497767144908306,0.7,0.2,0.8500000000000001,0.0,1.0,identity,0.7,0.6500000000000001,0,0
aider-polyglot/polyglot_go_markdown,16,0,0.0,0.8125,0.2869560070812249,1.0,0.8,1.0,0.0,1.0,identity,1.0,0.19999999999999996,0,0
aider-polyglot/polyglot_go_matrix,16,0,0.0,0.05,0.15,0.0,0.0,0.0,0.0,0.6,identity,0.0,0.15,0,0
aider-polyglot/polyglot_go_octal,16,0,0.0,0.275,0.38649062084350766,0.0,0.0,0.45,0.0,1.0,identity,0.0,0.45,0,0
aider-polyglot/polyglot_go_paasio,16,0,0.0,0.175,0.33819373146171705,0.0,0.0,0.05,0.0,1.0,identity,0.0,0.05,0,0
aider-polyglot/polyglot_go_palindrome-products,16,0,0.0,0.3,0.406201920231798,0.0,0.0,0.6,0.0,1.0,identity,0.0,0.6,0,0
aider-polyglot/polyglot_go_pig-latin,16,0,0.0,0.875,0.26339134382131846,1.0,0.95,1.0,0.2,1.0,identity,1.0,0.050000000000000044,0,0
aider-polyglot/polyglot_go_poker,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
aider-polyglot/polyglot_go_pov,16,0,0.0,0.7374999999999999,0.36550478793033614,1.0,0.55,1.0,0.0,1.0,identity,1.0,0.44999999999999996,0,0
aider-polyglot/polyglot_go_protein-translation,16,0,0.0,0.5125,0.4181432170919433,0.5,0.0,1.0,0.0,1.0,identity,0.5,1.0,0,0
aider-polyglot/polyglot_go_react,16,0,0.0,0.11250000000000002,0.2232571387436469,0.0,0.0,0.05,0.0,0.8,identity,0.0,0.05,0,0
aider-polyglot/polyglot_go_robot-simulator,16,0,0.0,0.17500000000000002,0.33071891388307384,0.0,0.0,0.2,0.0,1.0,identity,0.0,0.2,0,0
aider-polyglot/polyglot_go_say,16,0,0.0,0.875,0.22220486043288973,1.0,0.8,1.0,0.2,1.0,identity,1.0,0.19999999999999996,0,0
aider-polyglot/polyglot_go_scale-generator,16,0,0.0,0.7000000000000001,0.3807886552931954,0.9,0.35000000000000003,1.0,0.0,1.0,identity,0.9,0.6499999999999999,0,0
aider-polyglot/polyglot_go_simple-linked-list,16,0,0.0,0.35,0.4031128874149275,0.2,0.0,0.8,0.0,1.0,identity,0.2,0.8,0,0
aider-polyglot/polyglot_go_sublist,16,0,0.0,0.4375,0.42555111326373,0.2,0.0,1.0,0.0,1.0,identity,0.2,1.0,0,0
aider-polyglot/polyglot_go_transpose,16,0,0.0,0.6,0.4472135954999579,0.8,0.0,1.0,0.0,1.0,identity,0.8,1.0,0,0
aider-polyglot/polyglot_go_tree-building,16,0,0.0,0.6499999999999999,0.44440972086577946,0.9,0.0,1.0,0.0,1.0,identity,0.9,1.0,0,0
aider-polyglot/polyglot_go_trinary,16,0,0.0,0.07500000000000001,0.21065374432940898,0.0,0.0,0.0,0.0,0.8,identity,0.0,0.21065374432940898,0,0
aider-polyglot/polyglot_go_two-bucket,16,0,0.0,0.6125,0.4151430476353904,0.8,0.2,1.0,0.0,1.0,identity,0.8,0.8,0,0
aider-polyglot/polyglot_go_variable-length-quantity,16,0,0.0,0.8,0.28284271247461906,0.9,0.8,1.0,0.0,1.0,identity,0.9,0.19999999999999996,0,0
aider-polyglot/polyglot_go_word-search,16,0,0.0,0.3375,0.4567206476611278,0.0,0.0,1.0,0.0,1.0,identity,0.0,1.0,0,0
aider-polyglot/polyglot_go_wordy,16,0,0.0,0.8625,0.26190408549696204,1.0,0.8,1.0,0.2,1.0,identity,1.0,0.19999999999999996,0,0
aider-polyglot/polyglot_go_zebra-puzzle,16,0,0.0,0.8125,0.30388114452858045,1.0,0.75,1.0,0.0,1.0,identity,1.0,0.25,0,0
aider-polyglot/polyglot_java_affine-cipher,16,0,0.0,0.275,0.3929058411375428,0.0,0.0,0.45,0.0,1.0,identity,0.0,0.45,0,0
aider-polyglot/polyglot_java_all-your-base,16,0,0.0,0.275,0.39921798556678284,0.0,0.0,0.6,0.0,1.0,identity,0.0,0.6,0,0
aider-polyglot/polyglot_java_alphametics,16,0,0.0,0.375,0.3381937314617171,0.30000000000000004,0.15000000000000002,0.5,0.0,1.0,identity,0.30000000000000004,0.35,0,0
aider-polyglot/polyglot_java_bank-account,16,0,0.0,0.175,0.33071891388307384,0.0,0.0,0.2,0.0,1.0,identity,0.0,0.2,0,0
